date,vaccines,tests,confirmed,recovered,deaths,hosp,vent,icu,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index,iso_alpha_3,iso_alpha_2,iso_numeric,currency,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,key,key_google_mobility,key_apple_mobility,key_numeric,key_alpha_2
2020/8/31,0,11181443,712541,0,13020,5200,0,1324,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/1,0,11284656,716628,0,13149,5193,0,1322,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/2,0,11394371,722035,0,13330,4780,0,1264,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/3,0,11511086,727398,0,13497,4639,0,1222,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/4,0,11625188,732691,0,13644,4452,0,1241,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/5,0,11712776,737073,0,13708,4471,0,1203,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/6,0,11773182,740233,0,13730,4228,0,1234,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/7,0,11814607,742689,0,13763,4251,0,1223,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/8,0,11883862,746113,0,13843,4420,0,1244,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/9,0,11993594,749196,0,13990,4195,0,1196,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/10,0,12119507,753017,0,14094,4043,0,1179,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/11,0,12235470,757125,0,14265,3878,0,1142,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/12,0,12333110,760581,0,14333,3743,0,1078,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/13,0,12399453,763389,0,14386,3657,0,1039,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/14,0,12466652,767062,0,14458,3707,0,1044,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/15,0,12573778,769917,0,14606,3628,0,1040,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/16,0,12700170,773318,0,14716,3615,0,1007,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/17,0,12819691,776944,0,14807,3518,0,964,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/18,0,12939583,781436,0,14912,3454,0,962,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/19,0,13038889,785076,0,15023,3408,0,926,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/20,0,13113865,788077,0,15018,3445,0,962,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/21,0,13188687,792217,0,15069,3521,0,937,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/22,0,13300558,795077,0,15209,3553,0,930,39512223,3,2,2,4,0,1,1,3,2,3,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/9/23,0,13427674,798350,0,15313,3486,0,924,39512223,3,2,2,4,0,1,1,3,2,3,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
